TheSunX,TheSunY,TheSunZ,MercuryX,MercuryY,MercuryZ,VenusX,VenusY,VenusZ,EarthX,EarthY,EarthZ,MarsX,MarsY,MarsZ,JupiterX,JupiterY,JupiterZ,SaturnX,SaturnY,SaturnZ,UranusX,UranusY,UranusZ,NeptuneX,NeptuneY,NeptuneZ,PlutoX,PlutoY,PlutoZ,
5.62978e+08,2.77086e+08,-2.42612e+07,3.00297e+10,-5.84079e+10,-7.51122e+09,3.82697e+10,-1.00524e+11,-3.58712e+09,-1.43338e+11,3.75025e+10,-2.83856e+07,-2.19765e+11,-9.56993e+10,3.3616e+09,-7.92568e+11,1.70712e+11,1.70051e+10,-5.06769e+11,-1.40895e+12,4.46717e+10,2.81072e+12,1.01506e+12,-3.2663e+10,4.19319e+12,-1.58317e+12,-6.40422e+10,1.30737e+12,-4.7669e+12,1.32161e+11,
5.62979e+08,2.7713e+08,-2.42612e+07,3.01515e+10,-5.83215e+10,-7.51534e+09,3.83881e+10,-1.0048e+11,-3.59335e+09,-1.43367e+11,3.73983e+10,-2.8364e+07,-2.19727e+11,-9.57718e+10,3.35914e+09,-7.92578e+11,1.70668e+11,1.70055e+10,-5.06738e+11,-1.40896e+12,4.46707e+10,2.81071e+12,1.01508e+12,-3.26628e+10,4.1932e+12,-1.58315e+12,-6.40427e+10,1.30739e+12,-4.76689e+12,1.32155e+11,
5.6298e+08,2.77173e+08,-2.42613e+07,3.02731e+10,-5.82348e+10,-7.51942e+09,3.85063e+10,-1.00436e+11,-3.59958e+09,-1.43396e+11,3.72941e+10,-2.83425e+07,-2.19689e+11,-9.58443e+10,3.35669e+09,-7.92589e+11,1.70624e+11,1.70059e+10,-5.06708e+11,-1.40898e+12,4.46697e+10,2.8107e+12,1.0151e+12,-3.26626e+10,4.19321e+12,-1.58313e+12,-6.40433e+10,1.30741e+12,-4.76689e+12,1.3215e+11,
5.62981e+08,2.77216e+08,-2.42614e+07,3.03945e+10,-5.81477e+10,-7.52346e+09,3.86246e+10,-1.00392e+11,-3.6058e+09,-1.43424e+11,3.71898e+10,-2.83209e+07,-2.1965e+11,-9.59168e+10,3.35423e+09,-7.92599e+11,1.70581e+11,1.70064e+10,-5.06677e+11,-1.40899e+12,4.46687e+10,2.81069e+12,1.01512e+12,-3.26624e+10,4.19321e+12,-1.58311e+12,-6.40438e+10,1.30743e+12,-4.76689e+12,1.32144e+11,
5.62982e+08,2.7726e+08,-2.42614e+07,3.05158e+10,-5.80602e+10,-7.52745e+09,3.87427e+10,-1.00347e+11,-3.61202e+09,-1.43453e+11,3.70855e+10,-2.82994e+07,-2.19612e+11,-9.59893e+10,3.35177e+09,-7.9261e+11,1.70537e+11,1.70068e+10,-5.06646e+11,-1.409e+12,4.46676e+10,2.81068e+12,1.01515e+12,-3.26622e+10,4.19322e+12,-1.58309e+12,-6.40443e+10,1.30745e+12,-4.76689e+12,1.32138e+11,
5.62983e+08,2.77303e+08,-2.42615e+07,3.06368e+10,-5.79724e+10,-7.5314e+09,3.88609e+10,-1.00303e+11,-3.61823e+09,-1.43482e+11,3.69812e+10,-2.82778e+07,-2.19573e+11,-9.60617e+10,3.34931e+09,-7.9262e+11,1.70493e+11,1.70072e+10,-5.06615e+11,-1.40901e+12,4.46666e+10,2.81068e+12,1.01517e+12,-3.2662e+10,4.19323e+12,-1.58307e+12,-6.40449e+10,1.30747e+12,-4.76689e+12,1.32133e+11,
5.62983e+08,2.77347e+08,-2.42616e+07,3.07577e+10,-5.78843e+10,-7.5353e+09,3.89789e+10,-1.00258e+11,-3.62443e+09,-1.4351e+11,3.68769e+10,-2.82562e+07,-2.19535e+11,-9.61342e+10,3.34685e+09,-7.9263e+11,1.70449e+11,1.70076e+10,-5.06584e+11,-1.40902e+12,4.46656e+10,2.81067e+12,1.01519e+12,-3.26618e+10,4.19323e+12,-1.58306e+12,-6.40454e+10,1.30749e+12,-4.76689e+12,1.32127e+11,
5.62984e+08,2.7739e+08,-2.42616e+07,3.08784e+10,-5.77958e+10,-7.53915e+09,3.90969e+10,-1.00214e+11,-3.63064e+09,-1.43538e+11,3.67726e+10,-2.82346e+07,-2.19496e+11,-9.62066e+10,3.34438e+09,-7.92641e+11,1.70406e+11,1.7008e+10,-5.06554e+11,-1.40904e+12,4.46646e+10,2.81066e+12,1.01521e+12,-3.26616e+10,4.19324e+12,-1.58304e+12,-6.40459e+10,1.3075e+12,-4.76689e+12,1.32122e+11,
5.62985e+08,2.77434e+08,-2.42617e+07,3.0999e+10,-5.77069e+10,-7.54297e+09,3.92149e+10,-1.00169e+11,-3.63683e+09,-1.43567e+11,3.66682e+10,-2.82131e+07,-2.19458e+11,-9.6279e+10,3.34192e+09,-7.92651e+11,1.70362e+11,1.70084e+10,-5.06523e+11,-1.40905e+12,4.46636e+10,2.81065e+12,1.01523e+12,-3.26615e+10,4.19325e+12,-1.58302e+12,-6.40465e+10,1.30752e+12,-4.76689e+12,1.32116e+11,
5.62986e+08,2.77477e+08,-2.42618e+07,3.11193e+10,-5.76177e+10,-7.54673e+09,3.93328e+10,-1.00124e+11,-3.64302e+09,-1.43595e+11,3.65639e+10,-2.81915e+07,-2.19419e+11,-9.63514e+10,3.33946e+09,-7.92662e+11,1.70318e+11,1.70089e+10,-5.06492e+11,-1.40906e+12,4.46625e+10,2.81064e+12,1.01525e+12,-3.26613e+10,4.19325e+12,-1.583e+12,-6.4047e+10,1.30754e+12,-4.76689e+12,1.3211e+11,
5.62987e+08,2.77521e+08,-2.42618e+07,3.12395e+10,-5.75282e+10,-7.55045e+09,3.94507e+10,-1.00079e+11,-3.64921e+09,-1.43623e+11,3.64595e+10,-2.81699e+07,-2.19381e+11,-9.64238e+10,3.337e+09,-7.92672e+11,1.70274e+11,1.70093e+10,-5.06461e+11,-1.40907e+12,4.46615e+10,2.81063e+12,1.01528e+12,-3.26611e+10,4.19326e+12,-1.58298e+12,-6.40475e+10,1.30756e+12,-4.76688e+12,1.32105e+11,
5.62988e+08,2.77564e+08,-2.42619e+07,3.13595e+10,-5.74383e+10,-7.55413e+09,3.95685e+10,-1.00034e+11,-3.65539e+09,-1.43651e+11,3.63551e+10,-2.81483e+07,-2.19342e+11,-9.64962e+10,3.33454e+09,-7.92682e+11,1.7023e+11,1.70097e+10,-5.0643e+11,-1.40908e+12,4.46605e+10,2.81063e+12,1.0153e+12,-3.26609e+10,4.19327e+12,-1.58296e+12,-6.40481e+10,1.30758e+12,-4.76688e+12,1.32099e+11,
5.62989e+08,2.77608e+08,-2.4262e+07,3.14793e+10,-5.73481e+10,-7.55776e+09,3.96862e+10,-9.99882e+10,-3.66157e+09,-1.43679e+11,3.62506e+10,-2.81268e+07,-2.19303e+11,-9.65686e+10,3.33207e+09,-7.92693e+11,1.70187e+11,1.70101e+10,-5.06399e+11,-1.4091e+12,4.46595e+10,2.81062e+12,1.01532e+12,-3.26607e+10,4.19327e+12,-1.58295e+12,-6.40486e+10,1.3076e+12,-4.76688e+12,1.32093e+11,
5.6299e+08,2.77651e+08,-2.42621e+07,3.15989e+10,-5.72575e+10,-7.56134e+09,3.98039e+10,-9.99427e+10,-3.66774e+09,-1.43707e+11,3.61462e+10,-2.81052e+07,-2.19265e+11,-9.66409e+10,3.32961e+09,-7.92703e+11,1.70143e+11,1.70105e+10,-5.06369e+11,-1.40911e+12,4.46585e+10,2.81061e+12,1.01534e+12,-3.26605e+10,4.19328e+12,-1.58293e+12,-6.40492e+10,1.30762e+12,-4.76688e+12,1.32088e+11,
5.62991e+08,2.77695e+08,-2.42621e+07,3.17183e+10,-5.71666e+10,-7.56488e+09,3.99216e+10,-9.98971e+10,-3.6739e+09,-1.43735e+11,3.60417e+10,-2.80836e+07,-2.19226e+11,-9.67133e+10,3.32714e+09,-7.92714e+11,1.70099e+11,1.70109e+10,-5.06338e+11,-1.40912e+12,4.46575e+10,2.8106e+12,1.01536e+12,-3.26603e+10,4.19329e+12,-1.58291e+12,-6.40497e+10,1.30764e+12,-4.76688e+12,1.32082e+11,
5.62992e+08,2.77738e+08,-2.42622e+07,3.18375e+10,-5.70753e+10,-7.56837e+09,4.00391e+10,-9.98513e+10,-3.68007e+09,-1.43763e+11,3.59372e+10,-2.8062e+07,-2.19187e+11,-9.67856e+10,3.32468e+09,-7.92724e+11,1.70055e+11,1.70113e+10,-5.06307e+11,-1.40913e+12,4.46564e+10,2.81059e+12,1.01539e+12,-3.26601e+10,4.19329e+12,-1.58289e+12,-6.40502e+10,1.30766e+12,-4.76688e+12,1.32076e+11,
5.62992e+08,2.77782e+08,-2.42623e+07,3.19566e+10,-5.69837e+10,-7.57182e+09,4.01567e+10,-9.98053e+10,-3.68622e+09,-1.43791e+11,3.58327e+10,-2.80404e+07,-2.19148e+11,-9.68579e+10,3.32222e+09,-7.92734e+11,1.70012e+11,1.70118e+10,-5.06276e+11,-1.40914e+12,4.46554e+10,2.81058e+12,1.01541e+12,-3.26599e+10,4.1933e+12,-1.58287e+12,-6.40508e+10,1.30768e+12,-4.76688e+12,1.32071e+11,
5.62993e+08,2.77825e+08,-2.42623e+07,3.20754e+10,-5.68917e+10,-7.57522e+09,4.02742e+10,-9.97593e+10,-3.69237e+09,-1.43818e+11,3.57282e+10,-2.80188e+07,-2.19109e+11,-9.69302e+10,3.31975e+09,-7.92745e+11,1.69968e+11,1.70122e+10,-5.06245e+11,-1.40915e+12,4.46544e+10,2.81057e+12,1.01543e+12,-3.26597e+10,4.19331e+12,-1.58285e+12,-6.40513e+10,1.3077e+12,-4.76688e+12,1.32065e+11,
5.62994e+08,2.77869e+08,-2.42624e+07,3.21941e+10,-5.67994e+10,-7.57858e+09,4.03916e+10,-9.97131e+10,-3.69852e+09,-1.43846e+11,3.56237e+10,-2.79972e+07,-2.19071e+11,-9.70025e+10,3.31728e+09,-7.92755e+11,1.69924e+11,1.70126e+10,-5.06215e+11,-1.40917e+12,4.46534e+10,2.81057e+12,1.01545e+12,-3.26595e+10,4.19331e+12,-1.58283e+12,-6.40518e+10,1.30772e+12,-4.76688e+12,1.3206e+11,
5.62995e+08,2.77912e+08,-2.42625e+07,3.23125e+10,-5.67067e+10,-7.58189e+09,4.05089e+10,-9.96667e+10,-3.70466e+09,-1.43873e+11,3.55191e+10,-2.79756e+07,-2.19032e+11,-9.70748e+10,3.31482e+09,-7.92765e+11,1.6988e+11,1.7013e+10,-5.06184e+11,-1.40918e+12,4.46524e+10,2.81056e+12,1.01547e+12,-3.26594e+10,4.19332e+12,-1.58282e+12,-6.40524e+10,1.30774e+12,-4.76687e+12,1.32054e+11,
5.62996e+08,2.77956e+08,-2.42625e+07,3.24308e+10,-5.66137e+10,-7.58516e+09,4.06263e+10,-9.96202e+10,-3.7108e+09,-1.43901e+11,3.54145e+10,-2.7954e+07,-2.18993e+11,-9.71471e+10,3.31235e+09,-7.92776e+11,1.69836e+11,1.70134e+10,-5.06153e+11,-1.40919e+12,4.46513e+10,2.81055e+12,1.0155e+12,-3.26592e+10,4.19333e+12,-1.5828e+12,-6.40529e+10,1.30775e+12,-4.76687e+12,1.32048e+11,
5.62997e+08,2.77999e+08,-2.42626e+07,3.25489e+10,-5.65204e+10,-7.58837e+09,4.07435e+10,-9.95736e+10,-3.71693e+09,-1.43928e+11,3.53099e+10,-2.79324e+07,-2.18954e+11,-9.72194e+10,3.30989e+09,-7.92786e+11,1.69793e+11,1.70138e+10,-5.06122e+11,-1.4092e+12,4.46503e+10,2.81054e+12,1.01552e+12,-3.2659e+10,4.19333e+12,-1.58278e+12,-6.40534e+10,1.30777e+12,-4.76687e+12,1.32043e+11,
5.62998e+08,2.78043e+08,-2.42627e+07,3.26668e+10,-5.64267e+10,-7.59155e+09,4.08607e+10,-9.95269e+10,-3.72305e+09,-1.43955e+11,3.52053e+10,-2.79108e+07,-2.18915e+11,-9.72916e+10,3.30742e+09,-7.92797e+11,1.69749e+11,1.70142e+10,-5.06091e+11,-1.40921e+12,4.46493e+10,2.81053e+12,1.01554e+12,-3.26588e+10,4.19334e+12,-1.58276e+12,-6.4054e+10,1.30779e+12,-4.76687e+12,1.32037e+11,
5.62999e+08,2.78086e+08,-2.42627e+07,3.27845e+10,-5.63326e+10,-7.59467e+09,4.09779e+10,-9.948e+10,-3.72917e+09,-1.43982e+11,3.51007e+10,-2.78892e+07,-2.18876e+11,-9.73638e+10,3.30495e+09,-7.92807e+11,1.69705e+11,1.70147e+10,-5.0606e+11,-1.40923e+12,4.46483e+10,2.81052e+12,1.01556e+12,-3.26586e+10,4.19335e+12,-1.58274e+12,-6.40545e+10,1.30781e+12,-4.76687e+12,1.32031e+11,
5.62999e+08,2.78129e+08,-2.42628e+07,3.2902e+10,-5.62382e+10,-7.59775e+09,4.1095e+10,-9.94329e+10,-3.73529e+09,-1.44009e+11,3.4996e+10,-2.78676e+07,-2.18837e+11,-9.74361e+10,3.30248e+09,-7.92817e+11,1.69661e+11,1.70151e+10,-5.0603e+11,-1.40924e+12,4.46473e+10,2.81051e+12,1.01558e+12,-3.26584e+10,4.19335e+12,-1.58272e+12,-6.4055e+10,1.30783e+12,-4.76687e+12,1.32026e+11,
5.63e+08,2.78173e+08,-2.42629e+07,3.30193e+10,-5.61435e+10,-7.60079e+09,4.1212e+10,-9.93858e+10,-3.7414e+09,-1.44036e+11,3.48914e+10,-2.7846e+07,-2.18798e+11,-9.75083e+10,3.30001e+09,-7.92828e+11,1.69618e+11,1.70155e+10,-5.05999e+11,-1.40925e+12,4.46462e+10,2.81051e+12,1.01561e+12,-3.26582e+10,4.19336e+12,-1.58271e+12,-6.40556e+10,1.30785e+12,-4.76687e+12,1.3202e+11,
5.63001e+08,2.78216e+08,-2.42629e+07,3.31364e+10,-5.60484e+10,-7.60378e+09,4.1329e+10,-9.93385e+10,-3.74751e+09,-1.44063e+11,3.47867e+10,-2.78244e+07,-2.18759e+11,-9.75805e+10,3.29754e+09,-7.92838e+11,1.69574e+11,1.70159e+10,-5.05968e+11,-1.40926e+12,4.46452e+10,2.8105e+12,1.01563e+12,-3.2658e+10,4.19337e+12,-1.58269e+12,-6.40561e+10,1.30787e+12,-4.76687e+12,1.32014e+11,
5.63002e+08,2.7826e+08,-2.4263e+07,3.32533e+10,-5.5953e+10,-7.60672e+09,4.14459e+10,-9.9291e+10,-3.75361e+09,-1.4409e+11,3.4682e+10,-2.78028e+07,-2.1872e+11,-9.76527e+10,3.29507e+09,-7.92848e+11,1.6953e+11,1.70163e+10,-5.05937e+11,-1.40927e+12,4.46442e+10,2.81049e+12,1.01565e+12,-3.26578e+10,4.19338e+12,-1.58267e+12,-6.40567e+10,1.30789e+12,-4.76687e+12,1.32009e+11,
5.63003e+08,2.78303e+08,-2.42631e+07,3.337e+10,-5.58572e+10,-7.60961e+09,4.15628e+10,-9.92434e+10,-3.7597e+09,-1.44117e+11,3.45773e+10,-2.77812e+07,-2.18681e+11,-9.77248e+10,3.29261e+09,-7.92859e+11,1.69486e+11,1.70167e+10,-5.05906e+11,-1.40929e+12,4.46432e+10,2.81048e+12,1.01567e+12,-3.26576e+10,4.19338e+12,-1.58265e+12,-6.40572e+10,1.30791e+12,-4.76686e+12,1.32003e+11,
5.63004e+08,2.78347e+08,-2.42632e+07,3.34865e+10,-5.57611e+10,-7.61246e+09,4.16796e+10,-9.91957e+10,-3.76579e+09,-1.44144e+11,3.44725e+10,-2.77595e+07,-2.18642e+11,-9.7797e+10,3.29013e+09,-7.92869e+11,1.69442e+11,1.70171e+10,-5.05875e+11,-1.4093e+12,4.46422e+10,2.81047e+12,1.01569e+12,-3.26574e+10,4.19339e+12,-1.58263e+12,-6.40577e+10,1.30793e+12,-4.76686e+12,1.31998e+11,
5.63005e+08,2.7839e+08,-2.42632e+07,3.36028e+10,-5.56646e+10,-7.61526e+09,4.17963e+10,-9.91479e+10,-3.77188e+09,-1.4417e+11,3.43678e+10,-2.77379e+07,-2.18603e+11,-9.78692e+10,3.28766e+09,-7.92879e+11,1.69399e+11,1.70176e+10,-5.05845e+11,-1.40931e+12,4.46412e+10,2.81046e+12,1.01572e+12,-3.26573e+10,4.1934e+12,-1.58261e+12,-6.40583e+10,1.30795e+12,-4.76686e+12,1.31992e+11,
5.63005e+08,2.78434e+08,-2.42633e+07,3.37189e+10,-5.55678e+10,-7.61802e+09,4.1913e+10,-9.90999e+10,-3.77796e+09,-1.44197e+11,3.4263e+10,-2.77163e+07,-2.18563e+11,-9.79413e+10,3.28519e+09,-7.9289e+11,1.69355e+11,1.7018e+10,-5.05814e+11,-1.40932e+12,4.46401e+10,2.81045e+12,1.01574e+12,-3.26571e+10,4.1934e+12,-1.5826e+12,-6.40588e+10,1.30797e+12,-4.76686e+12,1.31986e+11,
5.63006e+08,2.78477e+08,-2.42634e+07,3.38347e+10,-5.54707e+10,-7.62073e+09,4.20297e+10,-9.90517e+10,-3.78403e+09,-1.44224e+11,3.41582e+10,-2.76947e+07,-2.18524e+11,-9.80134e+10,3.28272e+09,-7.929e+11,1.69311e+11,1.70184e+10,-5.05783e+11,-1.40933e+12,4.46391e+10,2.81045e+12,1.01576e+12,-3.26569e+10,4.19341e+12,-1.58258e+12,-6.40593e+10,1.30798e+12,-4.76686e+12,1.31981e+11,
5.63007e+08,2.78521e+08,-2.42634e+07,3.39504e+10,-5.53732e+10,-7.62339e+09,4.21462e+10,-9.90035e+10,-3.7901e+09,-1.4425e+11,3.40534e+10,-2.76731e+07,-2.18485e+11,-9.80855e+10,3.28025e+09,-7.9291e+11,1.69267e+11,1.70188e+10,-5.05752e+11,-1.40934e+12,4.46381e+10,2.81044e+12,1.01578e+12,-3.26567e+10,4.19342e+12,-1.58256e+12,-6.40599e+10,1.308e+12,-4.76686e+12,1.31975e+11,
5.63008e+08,2.78564e+08,-2.42635e+07,3.40659e+10,-5.52753e+10,-7.626e+09,4.22628e+10,-9.89551e+10,-3.79616e+09,-1.44276e+11,3.39486e+10,-2.76514e+07,-2.18446e+11,-9.81576e+10,3.27778e+09,-7.92921e+11,1.69223e+11,1.70192e+10,-5.05721e+11,-1.40936e+12,4.46371e+10,2.81043e+12,1.0158e+12,-3.26565e+10,4.19342e+12,-1.58254e+12,-6.40604e+10,1.30802e+12,-4.76686e+12,1.31969e+11,
5.63009e+08,2.78608e+08,-2.42636e+07,3.41812e+10,-5.51772e+10,-7.62857e+09,4.23792e+10,-9.89065e+10,-3.80222e+09,-1.44303e+11,3.38437e+10,-2.76298e+07,-2.18406e+11,-9.82297e+10,3.27531e+09,-7.92931e+11,1.6918e+11,1.70196e+10,-5.05691e+11,-1.40937e+12,4.46361e+10,2.81042e+12,1.01582e+12,-3.26563e+10,4.19343e+12,-1.58252e+12,-6.40609e+10,1.30804e+12,-4.76686e+12,1.31964e+11,
5.6301e+08,2.78651e+08,-2.42636e+07,3.42962e+10,-5.50786e+10,-7.63109e+09,4.24957e+10,-9.88579e+10,-3.80828e+09,-1.44329e+11,3.37388e+10,-2.76082e+07,-2.18367e+11,-9.83018e+10,3.27283e+09,-7.92941e+11,1.69136e+11,1.702e+10,-5.0566e+11,-1.40938e+12,4.4635e+10,2.81041e+12,1.01585e+12,-3.26561e+10,4.19344e+12,-1.5825e+12,-6.40615e+10,1.30806e+12,-4.76686e+12,1.31958e+11,
5.63011e+08,2.78695e+08,-2.42637e+07,3.44111e+10,-5.49798e+10,-7.63356e+09,4.2612e+10,-9.8809e+10,-3.81433e+09,-1.44355e+11,3.3634e+10,-2.75865e+07,-2.18328e+11,-9.83739e+10,3.27036e+09,-7.92952e+11,1.69092e+11,1.70204e+10,-5.05629e+11,-1.40939e+12,4.4634e+10,2.8104e+12,1.01587e+12,-3.26559e+10,4.19344e+12,-1.58248e+12,-6.4062e+10,1.30808e+12,-4.76685e+12,1.31952e+11,
5.63011e+08,2.78738e+08,-2.42638e+07,3.45257e+10,-5.48806e+10,-7.63599e+09,4.27283e+10,-9.87601e+10,-3.82037e+09,-1.44381e+11,3.35291e+10,-2.75649e+07,-2.18288e+11,-9.84459e+10,3.26788e+09,-7.92962e+11,1.69048e+11,1.70209e+10,-5.05598e+11,-1.4094e+12,4.4633e+10,2.8104e+12,1.01589e+12,-3.26557e+10,4.19345e+12,-1.58247e+12,-6.40626e+10,1.3081e+12,-4.76685e+12,1.31947e+11,
5.63012e+08,2.78782e+08,-2.42638e+07,3.46402e+10,-5.4781e+10,-7.63837e+09,4.28445e+10,-9.8711e+10,-3.82641e+09,-1.44407e+11,3.34241e+10,-2.75433e+07,-2.18249e+11,-9.8518e+10,3.26541e+09,-7.92972e+11,1.69005e+11,1.70213e+10,-5.05567e+11,-1.40942e+12,4.4632e+10,2.81039e+12,1.01591e+12,-3.26555e+10,4.19346e+12,-1.58245e+12,-6.40631e+10,1.30812e+12,-4.76685e+12,1.31941e+11,
5.63013e+08,2.78825e+08,-2.42639e+07,3.47544e+10,-5.46811e+10,-7.6407e+09,4.29607e+10,-9.86618e+10,-3.83244e+09,-1.44433e+11,3.33192e+10,-2.75216e+07,-2.18209e+11,-9.859e+10,3.26294e+09,-7.92983e+11,1.68961e+11,1.70217e+10,-5.05536e+11,-1.40943e+12,4.4631e+10,2.81038e+12,1.01593e+12,-3.26554e+10,4.19346e+12,-1.58243e+12,-6.40636e+10,1.30814e+12,-4.76685e+12,1.31936e+11,
5.63014e+08,2.78869e+08,-2.4264e+07,3.48684e+10,-5.45809e+10,-7.64299e+09,4.30768e+10,-9.86124e+10,-3.83847e+09,-1.44459e+11,3.32143e+10,-2.75e+07,-2.1817e+11,-9.8662e+10,3.26046e+09,-7.92993e+11,1.68917e+11,1.70221e+10,-5.05506e+11,-1.40944e+12,4.46299e+10,2.81037e+12,1.01596e+12,-3.26552e+10,4.19347e+12,-1.58241e+12,-6.40642e+10,1.30816e+12,-4.76685e+12,1.3193e+11,
5.63015e+08,2.78912e+08,-2.4264e+07,3.49822e+10,-5.44803e+10,-7.64522e+09,4.31929e+10,-9.85629e+10,-3.84449e+09,-1.44484e+11,3.31093e+10,-2.74784e+07,-2.18131e+11,-9.8734e+10,3.25798e+09,-7.93003e+11,1.68873e+11,1.70225e+10,-5.05475e+11,-1.40945e+12,4.46289e+10,2.81036e+12,1.01598e+12,-3.2655e+10,4.19348e+12,-1.58239e+12,-6.40647e+10,1.30818e+12,-4.76685e+12,1.31924e+11,
5.63015e+08,2.78956e+08,-2.42641e+07,3.50958e+10,-5.43794e+10,-7.64741e+09,4.33089e+10,-9.85133e+10,-3.85051e+09,-1.4451e+11,3.30043e+10,-2.74567e+07,-2.18091e+11,-9.8806e+10,3.25551e+09,-7.93014e+11,1.68829e+11,1.70229e+10,-5.05444e+11,-1.40946e+12,4.46279e+10,2.81035e+12,1.016e+12,-3.26548e+10,4.19348e+12,-1.58237e+12,-6.40652e+10,1.3082e+12,-4.76685e+12,1.31919e+11,
5.63016e+08,2.78999e+08,-2.42642e+07,3.52091e+10,-5.42782e+10,-7.64956e+09,4.34248e+10,-9.84635e+10,-3.85652e+09,-1.44536e+11,3.28993e+10,-2.74351e+07,-2.18051e+11,-9.8878e+10,3.25303e+09,-7.93024e+11,1.68786e+11,1.70233e+10,-5.05413e+11,-1.40948e+12,4.46269e+10,2.81034e+12,1.01602e+12,-3.26546e+10,4.19349e+12,-1.58236e+12,-6.40658e+10,1.30822e+12,-4.76685e+12,1.31913e+11,
5.63017e+08,2.79042e+08,-2.42642e+07,3.53223e+10,-5.41766e+10,-7.65165e+09,4.35407e+10,-9.84136e+10,-3.86253e+09,-1.44561e+11,3.27943e+10,-2.74134e+07,-2.18012e+11,-9.895e+10,3.25056e+09,-7.93034e+11,1.68742e+11,1.70238e+10,-5.05382e+11,-1.40949e+12,4.46259e+10,2.81034e+12,1.01604e+12,-3.26544e+10,4.1935e+12,-1.58234e+12,-6.40663e+10,1.30823e+12,-4.76684e+12,1.31907e+11,
5.63018e+08,2.79086e+08,-2.42643e+07,3.54352e+10,-5.40747e+10,-7.6537e+09,4.36566e+10,-9.83636e+10,-3.86853e+09,-1.44587e+11,3.26892e+10,-2.73918e+07,-2.17972e+11,-9.90219e+10,3.24808e+09,-7.93045e+11,1.68698e+11,1.70242e+10,-5.05351e+11,-1.4095e+12,4.46248e+10,2.81033e+12,1.01607e+12,-3.26542e+10,4.1935e+12,-1.58232e+12,-6.40668e+10,1.30825e+12,-4.76684e+12,1.31902e+11,
5.63019e+08,2.79129e+08,-2.42644e+07,3.55479e+10,-5.39724e+10,-7.6557e+09,4.37723e+10,-9.83134e+10,-3.87452e+09,-1.44612e+11,3.25842e+10,-2.73701e+07,-2.17933e+11,-9.90939e+10,3.2456e+09,-7.93055e+11,1.68654e+11,1.70246e+10,-5.05321e+11,-1.40951e+12,4.46238e+10,2.81032e+12,1.01609e+12,-3.2654e+10,4.19351e+12,-1.5823e+12,-6.40674e+10,1.30827e+12,-4.76684e+12,1.31896e+11,
5.6302e+08,2.79173e+08,-2.42644e+07,3.56604e+10,-5.38698e+10,-7.65765e+09,4.3888e+10,-9.82631e+10,-3.88051e+09,-1.44637e+11,3.24791e+10,-2.73485e+07,-2.17893e+11,-9.91658e+10,3.24312e+09,-7.93065e+11,1.6861e+11,1.7025e+10,-5.0529e+11,-1.40952e+12,4.46228e+10,2.81031e+12,1.01611e+12,-3.26538e+10,4.19352e+12,-1.58228e+12,-6.40679e+10,1.30829e+12,-4.76684e+12,1.3189e+11,
5.6302e+08,2.79216e+08,-2.42645e+07,3.57727e+10,-5.37668e+10,-7.65955e+09,4.40037e+10,-9.82127e+10,-3.8865e+09,-1.44662e+11,3.2374e+10,-2.73268e+07,-2.17853e+11,-9.92377e+10,3.24064e+09,-7.93076e+11,1.68567e+11,1.70254e+10,-5.05259e+11,-1.40953e+12,4.46218e+10,2.8103e+12,1.01613e+12,-3.26536e+10,4.19352e+12,-1.58226e+12,-6.40684e+10,1.30831e+12,-4.76684e+12,1.31885e+11,
5.63021e+08,2.7926e+08,-2.42646e+07,3.58848e+10,-5.36635e+10,-7.66141e+09,4.41193e+10,-9.81621e+10,-3.89248e+09,-1.44687e+11,3.22689e+10,-2.73052e+07,-2.17814e+11,-9.93096e+10,3.23817e+09,-7.93086e+11,1.68523e+11,1.70258e+10,-5.05228e+11,-1.40955e+12,4.46208e+10,2.81029e+12,1.01615e+12,-3.26534e+10,4.19353e+12,-1.58225e+12,-6.4069e+10,1.30833e+12,-4.76684e+12,1.31879e+11,
5.63022e+08,2.79303e+08,-2.42647e+07,3.59966e+10,-5.35599e+10,-7.66322e+09,4.42348e+10,-9.81114e+10,-3.89845e+09,-1.44713e+11,3.21638e+10,-2.72835e+07,-2.17774e+11,-9.93815e+10,3.23569e+09,-7.93096e+11,1.68479e+11,1.70262e+10,-5.05197e+11,-1.40956e+12,4.46198e+10,2.81028e+12,1.01618e+12,-3.26533e+10,4.19354e+12,-1.58223e+12,-6.40695e+10,1.30835e+12,-4.76684e+12,1.31873e+11,
5.63023e+08,2.79347e+08,-2.42647e+07,3.61082e+10,-5.34559e+10,-7.66498e+09,4.43503e+10,-9.80605e+10,-3.90442e+09,-1.44738e+11,3.20587e+10,-2.72619e+07,-2.17734e+11,-9.94534e+10,3.23321e+09,-7.93106e+11,1.68435e+11,1.70266e+10,-5.05166e+11,-1.40957e+12,4.46187e+10,2.81028e+12,1.0162e+12,-3.26531e+10,4.19354e+12,-1.58221e+12,-6.40701e+10,1.30837e+12,-4.76684e+12,1.31868e+11,
